,MatchNo,date,HomeTeam,HomeRuns,HomeWickets,HomeOvers,AwayTeam,AwayRuns,AwayWickets,AwayOvers,winner,venue_y,city,player_of_match,toss_winner,toss_decision,result,result_margin,eliminator
33,Match 42 ,2012-05-01,Rajasthan Royals,141,6,20.0,Delhi Capitals,144,4,15.2,Delhi Capitals,Sawai Mansingh Stadium,Jaipur,P Negi,Rajasthan Royals,bat,wickets,6.0,N
34,Match 41 ,2012-05-01,Deccan Chargers,186,4,20.0,Pune Warriors India,173,5,20.0,Deccan Chargers,Barabati Stadium,Cuttack,KC Sangakkara,Deccan Chargers,bat,runs,13.0,N
35,Match 40 ,2012-04-30,Chennai Super Kings,139,5,20.0,Kolkata Knight Riders,140,5,19.4,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",Chennai,G Gambhir,Chennai Super Kings,bat,wickets,5.0,N
36,Match 39 ,2012-04-29,Mumbai Indians,101,5,18.1,Deccan Chargers,100,0,18.4,Mumbai Indians,Wankhede Stadium,Mumbai,DW Steyn,Mumbai Indians,field,wickets,5.0,N
37,Match 38 ,2012-04-29,Delhi Capitals,152,6,20.0,Rajasthan Royals,151,3,20.0,Delhi Capitals,Feroz Shah Kotla,Delhi,V Sehwag,Delhi Daredevils,bat,runs,1.0,N
38,Match 37 ,2012-04-28,Kolkata Knight Riders,190,4,20.0,Royal Challengers Bangalore,143,6,20.0,Kolkata Knight Riders,Eden Gardens,Kolkata,G Gambhir,Kolkata Knight Riders,bat,runs,47.0,N
39,Match 36 ,2012-04-28,Chennai Super Kings,149,8,20.0,Punjab Kings,156,8,20.0,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",Chennai,Mandeep Singh,Kings XI Punjab,bat,runs,7.0,N
40,Match 35 ,2012-04-27,Delhi Capitals,207,5,20.0,Mumbai Indians,170,9,20.0,Delhi Capitals,Feroz Shah Kotla,Delhi,V Sehwag,Mumbai Indians,field,runs,37.0,N
41,Match 34 ,2012-04-26,Pune Warriors India,159,7,20.0,Deccan Chargers,177,4,20.0,Deccan Chargers,Subrata Roy Sahara Stadium,Pune,CL White,Deccan Chargers,bat,runs,18.0,N
42,Match 32 ,2012-04-25,Punjab Kings,148,0,20.0,Mumbai Indians,146,2,16.0,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Chandigarh,AT Rayudu,Kings XI Punjab,bat,wickets,4.0,N
43,Match 30 ,2012-04-24,Pune Warriors India,127,0,20.0,Delhi Capitals,126,7,19.0,Delhi Capitals,Subrata Roy Sahara Stadium,Pune,V Sehwag,Pune Warriors,bat,wickets,8.0,N
44,Match 29 ,2012-04-23,Rajasthan Royals,164,0,20.0,Royal Challengers Bangalore,163,6,19.3,Royal Challengers Bangalore,Sawai Mansingh Stadium,Jaipur,AB de Villiers,Rajasthan Royals,field,runs,46.0,N
45,Match 28 ,2012-04-22,Deccan Chargers,192,0,20.0,Kolkata Knight Riders,172,7,20.0,Kolkata Knight Riders,Barabati Stadium,Cuttack,B Lee,Kolkata Knight Riders,field,wickets,5.0,N
46,Match 27 ,2012-04-22,Mumbai Indians,146,0,20.0,Punjab Kings,147,3,20.0,Kings XI Punjab,Wankhede Stadium,Mumbai,SE Marsh,Mumbai Indians,bat,wickets,6.0,N
47,Match 26 ,2012-04-21,Delhi Capitals,166,0,20.0,Pune Warriors India,163,6,19.3,Pune Warriors,Feroz Shah Kotla,Delhi,SC Ganguly,Delhi Daredevils,field,runs,20.0,N
48,Match 25 ,2012-04-21,Chennai Super Kings,157,0,19.1,Rajasthan Royals,162,5,20.0,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai,F du Plessis,Rajasthan Royals,bat,wickets,7.0,N
49,Match 24 ,2012-04-20,Punjab Kings,127,0,20.0,Royal Challengers Bangalore,124,7,16.3,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Chandigarh,CH Gayle,Royal Challengers Bangalore,field,wickets,5.0,N
50,Match 23 ,2012-04-19,Delhi Capitals,182,0,20.0,Deccan Chargers,186,4,20.0,Delhi Capitals,Feroz Shah Kotla,Delhi,KP Pietersen,Deccan Chargers,bat,wickets,5.0,N
51,Match 22 ,2012-04-18,Punjab Kings,196,0,19.4,Kolkata Knight Riders,197,5,20.0,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Chandigarh,G Gambhir,Kings XI Punjab,bat,wickets,8.0,N
52,Match 21 ,2012-04-17,Royal Challengers Bangalore,93,0,19.2,Pune Warriors India,92,0,14.5,Royal Challengers Bangalore,M Chinnaswamy Stadium,Bangalore,CH Gayle,Pune Warriors,bat,wickets,6.0,N
53,Match 20 ,2012-04-17,Rajasthan Royals,195,0,19.5,Deccan Chargers,136,0,20.0,Rajasthan Royals,Sawai Mansingh Stadium,Jaipur,BJ Hodge,Deccan Chargers,bat,wickets,5.0,N
54,Match 19 ,2012-04-16,Mumbai Indians,134,0,20.0,Delhi Capitals,132,7,20.0,Delhi Capitals,Wankhede Stadium,Mumbai,S Nadeem,Delhi Daredevils,field,wickets,7.0,N
55,Match 18 ,2012-04-15,Royal Challengers Bangalore,155,0,19.2,Rajasthan Royals,156,3,20.0,Rajasthan Royals,M Chinnaswamy Stadium,Bangalore,AM Rahane,Rajasthan Royals,bat,runs,59.0,N
56,Match 17 ,2012-04-15,Kolkata Knight Riders,131,0,19.2,Punjab Kings,137,5,20.0,Kings XI Punjab,Eden Gardens,Kolkata,SP Narine,Kolkata Knight Riders,field,runs,2.0,N
57,Match 16 ,2012-04-14,Pune Warriors India,11,0,17.4,Chennai Super Kings,116,3,19.0,Pune Warriors,Subrata Roy Sahara Stadium,Pune,JD Ryder,Chennai Super Kings,bat,wickets,7.0,N
58,Match 15 ,2012-04-13,Kolkata Knight Riders,205,0,20.0,Rajasthan Royals,208,5,20.0,Kolkata Knight Riders,Eden Gardens,Kolkata,Shakib Al Hasan,Rajasthan Royals,bat,wickets,5.0,N
59,Match 14 ,2012-04-12,Punjab Kings,17,0,20.0,Pune Warriors India,197,6,19.4,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Chandigarh,AD Mascarenhas,Kings XI Punjab,field,wickets,7.0,N
60,Match 13 ,2012-04-12,Chennai Super Kings,110,0,13.2,Royal Challengers Bangalore,111,2,20.0,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai,F du Plessis,Royal Challengers Bangalore,bat,wickets,5.0,N
61,Match 12 ,2012-04-11,Mumbai Indians,165,0,20.0,Rajasthan Royals,123,9,20.0,Mumbai Indians,Wankhede Stadium,Mumbai,KA Pollard,Rajasthan Royals,field,runs,27.0,N
62,Match 11 ,2012-04-10,Delhi Capitals,142,0,20.0,Chennai Super Kings,138,9,20.0,Delhi Capitals,Feroz Shah Kotla,Delhi,M Morkel,Delhi Daredevils,field,wickets,8.0,N
63,Match 10 ,2012-04-10,Royal Challengers Bangalore,144,0,20.0,Kolkata Knight Riders,166,6,20.0,Kolkata Knight Riders,M Chinnaswamy Stadium,Bangalore,L Balaji,Royal Challengers Bangalore,field,runs,42.0,N
64,Match 9 ,2012-04-09,Deccan Chargers,14,0,20.0,Mumbai Indians,164,5,20.0,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,RG Sharma,Deccan Chargers,bat,wickets,5.0,N
65,Match 8 ,2012-04-08,Pune Warriors India,193,0,17.1,Punjab Kings,119,0,20.0,Pune Warriors,Subrata Roy Sahara Stadium,Pune,MN Samuels,Pune Warriors,bat,runs,22.0,N
66,Match 7 ,2012-04-08,Rajasthan Royals,137,0,20.0,Kolkata Knight Riders,157,8,20.0,Rajasthan Royals,Sawai Mansingh Stadium,Jaipur,BJ Hodge,Kolkata Knight Riders,field,runs,22.0,N
67,Match 6 ,2012-04-07,Deccan Chargers,160,0,20.0,Chennai Super Kings,191,4,20.0,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,RA Jadeja,Deccan Chargers,field,runs,74.0,N
68,Match 5 ,2012-04-07,Royal Challengers Bangalore,129,0,20.0,Delhi Capitals,101,9,20.0,Royal Challengers Bangalore,M Chinnaswamy Stadium,Bangalore,AB de Villiers,Delhi Daredevils,field,runs,20.0,N
69,Match 4 ,2012-04-06,Rajasthan Royals,100,0,12.0,Punjab Kings,97,9,11.1,Rajasthan Royals,Sawai Mansingh Stadium,Jaipur,AM Rahane,Kings XI Punjab,field,runs,31.0,N
70,Match 3 ,2012-04-06,Mumbai Indians,115,0,19.5,Pune Warriors India,112,0,16.5,Pune Warriors,Wankhede Stadium,Mumbai,SPD Smith,Mumbai Indians,field,runs,28.0,N
71,Match 2 ,2012-04-05,Kolkata Knight Riders,0,0,0.0,Delhi Capitals,0,0,0.0,Delhi Capitals,Eden Gardens,Kolkata,IK Pathan,Delhi Daredevils,field,wickets,8.0,N
72,Match 1 ,2012-04-04,Chennai Super Kings,0,0,0.0,Mumbai Indians,0,0,0.0,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",Chennai,RE Levi,Mumbai Indians,field,wickets,8.0,N
