,MatchNo,date,HomeTeam,HomeRuns,HomeWickets,HomeOvers,AwayTeam,AwayRuns,AwayWickets,AwayOvers,winner,venue_y,city,player_of_match,toss_winner,toss_decision,result,result_margin,eliminator
34,Match 26 ,2020-10-11,Sunrisers Hyderabad,158,4,20.0,Rajasthan Royals,163,5,19.5,Rajasthan Royals,Dubai International Cricket Stadium,Dubai,R Tewatia,Sunrisers Hyderabad,bat,wickets,5.0,N
35,Match 25 ,2020-10-10,Chennai Super Kings,132,8,20.0,Royal Challengers Bangalore,169,4,20.0,Royal Challengers Bangalore,Dubai International Cricket Stadium,Dubai,V Kohli,Royal Challengers Bangalore,bat,runs,37.0,N
36,Match 24 ,2020-10-10,Punjab Kings,162,5,20.0,Kolkata Knight Riders,164,6,20.0,Kolkata Knight Riders,Sheikh Zayed Stadium,Abu Dhabi,KD Karthik,Kolkata Knight Riders,bat,runs,2.0,N
37,Match 23 ,2020-10-09,Rajasthan Royals,138,0,19.4,Delhi Capitals,184,8,20.0,Delhi Capitals,Sharjah Cricket Stadium,Sharjah,R Ashwin,Rajasthan Royals,field,runs,46.0,N
38,Match 22 ,2020-10-08,Sunrisers Hyderabad,201,6,20.0,Punjab Kings,132,0,16.5,Sunrisers Hyderabad,Dubai International Cricket Stadium,Dubai,JM Bairstow,Sunrisers Hyderabad,bat,runs,69.0,N
39,Match 21 ,2020-10-07,Kolkata Knight Riders,167,0,20.0,Chennai Super Kings,157,5,20.0,Kolkata Knight Riders,Sheikh Zayed Stadium,Abu Dhabi,RA Tripathi,Kolkata Knight Riders,bat,runs,10.0,N
40,Match 20 ,2020-10-06,Mumbai Indians,193,4,20.0,Rajasthan Royals,136,0,18.1,Mumbai Indians,Sheikh Zayed Stadium,Abu Dhabi,SA Yadav,Mumbai Indians,bat,runs,57.0,N
41,Match 19 ,2020-10-05,Royal Challengers Bangalore,137,9,20.0,Delhi Capitals,196,4,20.0,Delhi Capitals,Dubai International Cricket Stadium,Dubai,AR Patel,Royal Challengers Bangalore,field,runs,59.0,N
42,Match 18 ,2020-10-04,Punjab Kings,178,4,20.0,Chennai Super Kings,181,0,17.4,Chennai Super Kings,Dubai International Cricket Stadium,Dubai,SR Watson,Kings XI Punjab,bat,wickets,10.0,N
43,Match 17 ,2020-10-04,Mumbai Indians,208,5,20.0,Sunrisers Hyderabad,174,7,20.0,Mumbai Indians,Sharjah Cricket Stadium,Sharjah,TA Boult,Mumbai Indians,bat,runs,34.0,N
44,Match 16 ,2020-10-03,Delhi Capitals,228,4,20.0,Kolkata Knight Riders,210,8,20.0,Delhi Capitals,Sharjah Cricket Stadium,Sharjah,SS Iyer,Kolkata Knight Riders,field,runs,18.0,N
45,Match 15 ,2020-10-03,Royal Challengers Bangalore,158,2,19.1,Rajasthan Royals,154,6,20.0,Royal Challengers Bangalore,Sheikh Zayed Stadium,Abu Dhabi,YS Chahal,Rajasthan Royals,bat,wickets,8.0,N
46,Match 14 ,2020-10-02,Chennai Super Kings,157,5,20.0,Sunrisers Hyderabad,164,5,20.0,Sunrisers Hyderabad,Dubai International Cricket Stadium,Dubai,PK Garg,Sunrisers Hyderabad,bat,runs,7.0,N
47,Match 13 ,2020-10-01,Punjab Kings,143,8,20.0,Mumbai Indians,191,4,20.0,Mumbai Indians,Sheikh Zayed Stadium,Abu Dhabi,KA Pollard,Kings XI Punjab,field,runs,48.0,N
48,Match 12 ,2020-09-30,Rajasthan Royals,137,9,20.0,Kolkata Knight Riders,174,6,20.0,Kolkata Knight Riders,Dubai International Cricket Stadium,Dubai,Shivam Mavi,Rajasthan Royals,field,runs,37.0,N
49,Match 11 ,2020-09-29,Delhi Capitals,147,7,20.0,Sunrisers Hyderabad,162,4,20.0,Sunrisers Hyderabad,Sheikh Zayed Stadium,Abu Dhabi,Rashid Khan,Delhi Capitals,field,runs,15.0,N
50,Match 10 ,2020-09-28,Royal Challengers Bangalore,201,3,20.0,Mumbai Indians,201,5,20.0,Royal Challengers Bangalore,Dubai International Cricket Stadium,Dubai,AB de Villiers,Mumbai Indians,field,tie,,Y
51,Match 9 ,2020-09-27,Rajasthan Royals,226,6,19.3,Punjab Kings,223,2,20.0,Rajasthan Royals,Sharjah Cricket Stadium,Sharjah,SV Samson,Rajasthan Royals,field,wickets,4.0,N
52,Match 8 ,2020-09-26,Kolkata Knight Riders,145,3,18.0,Sunrisers Hyderabad,142,4,20.0,Kolkata Knight Riders,Sheikh Zayed Stadium,Abu Dhabi,Shubman Gill,Sunrisers Hyderabad,bat,wickets,7.0,N
53,Match 7 ,2020-09-25,Chennai Super Kings,131,7,20.0,Delhi Capitals,175,3,20.0,Delhi Capitals,Dubai International Cricket Stadium,Dubai,PP Shaw,Chennai Super Kings,field,runs,44.0,N
54,Match 6 ,2020-09-24,Punjab Kings,206,3,20.0,Royal Challengers Bangalore,109,0,17.0,Kings XI Punjab,Dubai International Cricket Stadium,Dubai,KL Rahul,Royal Challengers Bangalore,field,runs,97.0,N
55,Match 5 ,2020-09-23,Kolkata Knight Riders,146,9,20.0,Mumbai Indians,195,5,20.0,Mumbai Indians,Sheikh Zayed Stadium,Abu Dhabi,RG Sharma,Kolkata Knight Riders,field,runs,49.0,N
56,Match 4 ,2020-09-22,Rajasthan Royals,216,7,20.0,Chennai Super Kings,200,6,20.0,Rajasthan Royals,Sharjah Cricket Stadium,Sharjah,SV Samson,Chennai Super Kings,field,runs,16.0,N
57,Match 3 ,2020-09-21,Sunrisers Hyderabad,153,0,19.4,Royal Challengers Bangalore,163,5,20.0,Royal Challengers Bangalore,Dubai International Cricket Stadium,Dubai,YS Chahal,Sunrisers Hyderabad,field,runs,10.0,N
58,Match 2 ,2020-09-20,Delhi Capitals,157,8,20.0,Punjab Kings,157,8,20.0,Delhi Capitals,Dubai International Cricket Stadium,Dubai,MP Stoinis,Kings XI Punjab,field,tie,,Y
59,Match 1 ,2020-09-19,Mumbai Indians,162,9,20.0,Chennai Super Kings,166,5,19.2,Chennai Super Kings,Sheikh Zayed Stadium,Abu Dhabi,AT Rayudu,Chennai Super Kings,field,wickets,5.0,N
